493475.GARC_4795,GARC_4795,annotation&nbsp;not&nbsp;available,98.9
493475.GARC_0545,GARC_0545,annotation&nbsp;not&nbsp;available,98.9
493475.GARC_2243,purA,Adenylosuccinate&nbsp;synthetase,98.9
493475.GARC_5114,GARC_5114,annotation&nbsp;not&nbsp;available,98.9
493475.GARC_4170,GARC_4170,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_1804,metH,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_5329,eutB,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_0619,GARC_0619,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_3491,GARC_3491,S-formylglutathione&nbsp;hydrolase,98.8
493475.GARC_1019,ureF,Urease&nbsp;accessory&nbsp;protein&nbsp;UreF,98.8
493475.GARC_1036,sdhB,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_1957,GARC_1957,annotation&nbsp;not&nbsp;available,98.8
493475.GARC_4740,fabK,annotation&nbsp;not&nbsp;available,98.7
493475.GARC_3956,pilF,annotation&nbsp;not&nbsp;available,98.7
493475.GARC_0122,GARC_0122,Peptide&nbsp;deformylase,98.7
493475.GARC_3861,rpsL,30S&nbsp;ribosomal&nbsp;protein&nbsp;S12,98.7
493475.GARC_2359,helA,annotation&nbsp;not&nbsp;available,98.7
493475.GARC_1868,GARC_1868,annotation&nbsp;not&nbsp;available,98.7
493475.GARC_3144,merR1,annotation&nbsp;not&nbsp;available,98.7
493475.GARC_2643,GARC_2643,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;N,98.6
493475.GARC_5058,GARC_5058,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_5167,acuB,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_3140,mtlK,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_0428,GARC_0428,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_2487,GARC_2487,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_0121,GARC_0121,Methionyl-tRNA&nbsp;formyltransferase,98.6
493475.GARC_2843,galU,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_3993,GARC_3993,annotation&nbsp;not&nbsp;available,98.6
493475.GARC_1192,GARC_1192,annotation&nbsp;not&nbsp;available,98.5
493475.GARC_1645,GARC_1645,annotation&nbsp;not&nbsp;available,98.5
493475.GARC_3219,aspC,annotation&nbsp;not&nbsp;available,98.5
493475.GARC_1794,cheZ,Protein&nbsp;phosphatase&nbsp;CheZ,98.5
493475.GARC_3418,GARC_3418,annotation&nbsp;not&nbsp;available,98.5
493475.GARC_0787,GARC_0787,annotation&nbsp;not&nbsp;available,98.4
493475.GARC_1714,GARC_1714,annotation&nbsp;not&nbsp;available,98.4
493475.GARC_0598,xdhA,annotation&nbsp;not&nbsp;available,98.4
493475.GARC_2714,GARC_2714,annotation&nbsp;not&nbsp;available,98.4
493475.GARC_1078,GARC_1078,annotation&nbsp;not&nbsp;available,98.3
493475.GARC_3635,ptsN,annotation&nbsp;not&nbsp;available,98.3
493475.GARC_1359,GARC_1359,annotation&nbsp;not&nbsp;available,98.3
493475.GARC_2276,clpS,ATP-dependent&nbsp;Clp&nbsp;protease&nbsp;adapter&nbsp;protein&nbsp;ClpS,98.3
493475.GARC_5100,hlyX,annotation&nbsp;not&nbsp;available,98.2
493475.GARC_0399,mocA,annotation&nbsp;not&nbsp;available,98.2
493475.GARC_3809,xylR,annotation&nbsp;not&nbsp;available,98.1
493475.GARC_0247,carB,annotation&nbsp;not&nbsp;available,98.1
493475.GARC_1349,GARC_1349,annotation&nbsp;not&nbsp;available,98.1
493475.GARC_2587,holB,annotation&nbsp;not&nbsp;available,98.1
493475.GARC_0028,pyrE,Orotate&nbsp;phosphoribosyltransferase,98.1
493475.GARC_0139,xseB,Exodeoxyribonuclease&nbsp;7&nbsp;small&nbsp;subunit,98.1
493475.GARC_3984,GARC_3984,annotation&nbsp;not&nbsp;available,98.1
493475.GARC_0807,hisA,annotation&nbsp;not&nbsp;available,98.0
493475.GARC_1060,GARC_1060,annotation&nbsp;not&nbsp;available,98.0
493475.GARC_3539,fusA2,Elongation&nbsp;factor&nbsp;G,98.0
493475.GARC_1415,nusB,Transcription&nbsp;antitermination&nbsp;protein&nbsp;NusB,97.9
493475.GARC_1867,GARC_1867,annotation&nbsp;not&nbsp;available,97.9
493475.GARC_0893,ytfM,annotation&nbsp;not&nbsp;available,97.9
493475.GARC_0867,GARC_0867,annotation&nbsp;not&nbsp;available,97.9
493475.GARC_0926,GARC_0926,annotation&nbsp;not&nbsp;available,97.8
493475.GARC_5146,rpmD,annotation&nbsp;not&nbsp;available,97.8
493475.GARC_4148,GARC_4148,annotation&nbsp;not&nbsp;available,97.8
493475.GARC_1782,fliN,Flagellar&nbsp;motor&nbsp;switch&nbsp;protein&nbsp;FliN,97.7
493475.GARC_4764,GARC_4764,annotation&nbsp;not&nbsp;available,97.7
493475.GARC_0985,coxB,Cytochrome&nbsp;c&nbsp;oxidase&nbsp;subunit&nbsp;2,97.7
493475.GARC_1449,rimK,annotation&nbsp;not&nbsp;available,97.7
493475.GARC_4156,GARC_4156,Histidine&nbsp;kinase,97.7
493475.GARC_2089,tolC,annotation&nbsp;not&nbsp;available,97.7
493475.GARC_0785,GARC_0785,annotation&nbsp;not&nbsp;available,97.6
493475.GARC_0802,hisG,annotation&nbsp;not&nbsp;available,97.6
493475.GARC_4055,tesA,annotation&nbsp;not&nbsp;available,97.6
493475.GARC_4978,GARC_4978,L-threonine&nbsp;3-dehydrogenase,97.6
493475.GARC_5375,GARC_5375,annotation&nbsp;not&nbsp;available,97.5
493475.GARC_3265,GARC_3265,annotation&nbsp;not&nbsp;available,97.5
493475.GARC_5117,uxaC,annotation&nbsp;not&nbsp;available,97.5
493475.GARC_5064,GARC_5064,annotation&nbsp;not&nbsp;available,97.4
493475.GARC_2064,nqrA,Na(+)-translocating&nbsp;NADH-quinone&nbsp;reductase&nbsp;subunit&nbsp;A,97.4
493475.GARC_3625,GARC_3625,annotation&nbsp;not&nbsp;available,97.4
493475.GARC_5011,GARC_5011,Protein-export&nbsp;membrane&nbsp;protein&nbsp;SecF,97.4
493475.GARC_2596,plsX,Phosphate&nbsp;acyltransferase,97.4
493475.GARC_3870,rfbG,annotation&nbsp;not&nbsp;available,97.4
493475.GARC_3728,GARC_3728,annotation&nbsp;not&nbsp;available,97.4
493475.GARC_1577,GARC_1577,annotation&nbsp;not&nbsp;available,97.4
493475.GARC_3128,GARC_3128,annotation&nbsp;not&nbsp;available,97.3
493475.GARC_3640,lptC,Lipopolysaccharide&nbsp;export&nbsp;system&nbsp;protein&nbsp;LptC,97.2
493475.GARC_0243,GARC_0243,annotation&nbsp;not&nbsp;available,97.2
493475.GARC_2875,GARC_2875,annotation&nbsp;not&nbsp;available,97.2
493475.GARC_5110,GARC_5110,annotation&nbsp;not&nbsp;available,97.1
493475.GARC_5351,GARC_5351,annotation&nbsp;not&nbsp;available,97.1
493475.GARC_2501,alaA,annotation&nbsp;not&nbsp;available,97.1
493475.GARC_2771,dhmA,annotation&nbsp;not&nbsp;available,97.1
493475.GARC_2371,GARC_2371,annotation&nbsp;not&nbsp;available,97.1
493475.GARC_0635,ybfF,annotation&nbsp;not&nbsp;available,97.0
493475.GARC_4516,GARC_4516,annotation&nbsp;not&nbsp;available,96.9
493475.GARC_0415,GARC_0415,annotation&nbsp;not&nbsp;available,96.9
493475.GARC_0607,GARC_0607,annotation&nbsp;not&nbsp;available,96.9
493475.GARC_1554,GARC_1554,annotation&nbsp;not&nbsp;available,96.9
493475.GARC_1014,ureD,Urease&nbsp;accessory&nbsp;protein&nbsp;UreD,96.9
493475.GARC_4419,proC,Pyrroline-5-carboxylate&nbsp;reductase,96.9
493475.GARC_3713,GARC_3713,annotation&nbsp;not&nbsp;available,96.8
493475.GARC_3647,GARC_3647,annotation&nbsp;not&nbsp;available,96.8
493475.GARC_2523,GARC_2523,annotation&nbsp;not&nbsp;available,96.7
493475.GARC_3165,idiA,annotation&nbsp;not&nbsp;available,96.7
493475.GARC_3278,GARC_3278,"3,4-dihydroxy-2-butanone&nbsp;4-phosphate&nbsp;synthase",96.7
493475.GARC_1140,ccmH,Cytochrome&nbsp;c-type&nbsp;biogenesis&nbsp;protein,96.7
493475.GARC_3949,GARC_3949,annotation&nbsp;not&nbsp;available,96.7
493475.GARC_2464,GARC_2464,annotation&nbsp;not&nbsp;available,96.7
493475.GARC_0601,GARC_0601,annotation&nbsp;not&nbsp;available,96.7
493475.GARC_3386,GARC_3386,annotation&nbsp;not&nbsp;available,96.6
493475.GARC_2156,GARC_2156,annotation&nbsp;not&nbsp;available,96.6
493475.GARC_1213,GARC_1213,annotation&nbsp;not&nbsp;available,96.6
493475.GARC_4599,gpmB,annotation&nbsp;not&nbsp;available,96.6
493475.GARC_3087,GARC_3087,annotation&nbsp;not&nbsp;available,96.5
493475.GARC_3157,GARC_3157,annotation&nbsp;not&nbsp;available,96.5
493475.GARC_5120,yiaN,annotation&nbsp;not&nbsp;available,96.5
493475.GARC_4783,GARC_4783,annotation&nbsp;not&nbsp;available,96.5
493475.GARC_1694,GARC_1694,annotation&nbsp;not&nbsp;available,96.5
493475.GARC_4973,ubiA,4-hydroxybenzoate&nbsp;octaprenyltransferase,96.4
493475.GARC_3049,cheX,annotation&nbsp;not&nbsp;available,96.4
